temperature_c,ldr_left,ldr_right,avg_light,light_diff,voltage_v,current_a,power_w,fault_type,split
88.01,636.31,730.49,683.4,94.18,14.25,2.6,37.05,3,train
71.19,705.89,688.61,697.25,17.28,14.52,3.05,44.286,3,train
66.16,767.59,752.27,759.93,15.32,5.43,4.94,26.8242,4,train
54.33,813.4,728.14,770.77,85.26,13.98,2.8,39.144,3,train
50.02,785.88,862.51,824.2,76.63,15.31,3.53,54.0443,0,validation
41.46,555.12,556.95,556.04,1.83,10.44,1.52,15.8688,4,train
56.57,996.22,928.08,962.15,68.14,16.43,2.47,40.5821,0,train
65.06,807.85,824.41,816.13,16.56,14.37,2.24,32.1888,3,train
45.73,259.02,291.84,275.43,32.82,10.99,0.12,1.3188,1,train
39.32,693.2,142.22,417.71,550.98,8.43,1.55,13.0665,2,test
51.6,603.34,560.98,582.16,42.36,14.17,2.29,32.4493,0,train
46.56,431.16,479.47,455.32,48.31,16.06,2.05,32.923,0,test
76.78,500.4,440.77,470.58,59.63,5.95,4.39,26.1205,4,train
58.07,861.6,917.96,889.78,56.36,2.91,3.71,10.7961,4,train
30.97,387.22,88.68,237.95,298.54,12.61,0.48,6.0528,2,train
49.56,634.11,535.02,584.57,99.09,17.05,0.0,0.0,4,train
29.76,106.24,255.62,180.93,149.38,12.87,0.28,3.6036,1,test
51.8,508.29,593.75,551.02,85.46,13.06,2.05,26.773,4,test
52.52,931.65,1023.0,977.32,91.35,14.74,2.98,43.9252,0,train
80.19,785.14,605.73,695.44,179.41,12.32,2.3,28.336,3,validation
63.55,664.56,655.55,660.06,9.01,4.57,2.21,10.0997,4,train
75.12,620.74,684.51,652.62,63.77,6.0,4.61,27.66,4,train
64.71,639.82,569.2,604.51,70.62,14.74,3.18,46.8732,3,train
41.51,919.68,99.71,509.7,819.97,8.96,0.51,4.5696,2,train
25.88,508.51,472.03,490.27,36.48,16.24,0.93,15.1032,0,test
56.09,793.21,782.3,787.76,10.91,0.97,5.22,5.0634,4,train
33.93,233.75,450.65,342.2,216.9,10.95,1.05,11.4975,2,train
30.85,96.32,61.54,78.93,34.78,13.25,0.0,0.0,1,train
81.61,719.06,816.32,767.69,97.26,14.6,3.61,52.706,3,validation
36.75,63.35,441.02,252.18,377.67,7.85,0.81,6.3585,2,train
43.29,650.33,677.59,663.96,27.26,19.74,0.06,1.1844,4,train
37.07,514.39,581.39,547.89,67.0,12.99,3.29,42.7371,4,train
49.33,800.95,229.11,515.03,571.84,8.61,0.16,1.3776,2,train
39.01,107.33,126.9,117.12,19.57,14.47,0.11,1.5917,1,train
25.82,519.31,494.51,506.91,24.8,16.51,1.24,20.4724,0,train
34.25,133.24,95.98,114.61,37.26,17.34,0.08,1.3872,1,train
65.16,816.72,776.37,796.54,40.35,7.09,3.43,24.3187,4,train
50.03,642.08,538.69,590.38,103.39,16.55,1.8,29.79,0,train
65.49,700.79,705.53,703.16,4.74,14.26,2.24,31.9424,3,train
31.33,108.32,118.68,113.5,10.36,15.62,0.09,1.4058,1,train
39.9,74.36,760.53,417.44,686.17,10.16,1.71,17.3736,2,train
36.6,141.52,130.43,135.98,11.09,12.28,0.02,0.2456,1,test
28.81,0.0,80.41,40.2,80.41,16.34,0.61,9.9674,1,train
50.73,611.49,680.15,645.82,68.66,13.61,2.31,31.4391,4,train
70.2,663.3,637.71,650.5,25.59,12.44,3.06,38.0664,3,train
46.76,64.86,908.15,486.5,843.29,11.47,0.78,8.9466,2,train
43.2,509.51,409.8,459.66,99.71,15.9,1.19,18.921,0,train
36.31,511.15,526.91,519.03,15.76,18.62,0.0,0.0,4,train
38.67,145.1,116.11,130.6,28.99,16.98,0.79,13.4142,1,train
41.1,527.01,628.75,577.88,101.74,3.4,4.27,14.518,4,train
49.44,145.44,672.92,409.18,527.48,8.84,1.94,17.1496,2,train
28.98,144.5,0.0,72.25,144.5,15.53,0.29,4.5037,1,train
64.2,702.69,962.09,832.39,259.4,14.78,2.47,36.5066,3,train
49.27,585.06,659.54,622.3,74.48,16.6,2.26,37.516,0,test
63.16,723.36,778.79,751.08,55.43,13.54,2.7,36.558,3,train
40.65,707.98,121.72,414.85,586.26,9.02,0.82,7.3964,2,train
36.52,426.77,456.57,441.67,29.8,15.95,1.69,26.9555,0,train
33.08,19.6,59.15,39.38,39.55,13.75,0.0,0.0,1,validation
35.7,236.41,257.99,247.2,21.58,17.04,0.4,6.816,1,validation
43.83,214.96,884.9,549.93,669.94,11.41,2.51,28.6391,2,train
62.78,779.86,845.73,812.8,65.87,15.7,3.34,52.438,3,train
30.32,28.71,150.83,89.77,122.12,13.55,0.62,8.401,1,train
37.85,96.27,179.76,138.01,83.49,13.44,0.59,7.9296,1,validation
32.1,485.81,557.32,521.57,71.51,15.8,0.98,15.484,0,test
41.47,592.92,564.13,578.52,28.79,15.23,1.02,15.5346,0,train
26.45,116.38,142.4,129.39,26.02,15.5,0.25,3.875,1,train
73.48,1023.0,944.61,983.8,78.39,13.16,3.46,45.5336,3,validation
30.91,481.84,850.54,666.19,368.7,8.4,2.13,17.892,2,train
33.75,153.41,454.51,303.96,301.1,10.54,1.68,17.7072,2,train
32.38,444.74,462.26,453.5,17.52,15.29,1.15,17.5835,0,train
40.54,147.01,273.71,210.36,126.7,14.38,0.72,10.3536,1,train
30.92,0.0,27.91,13.96,27.91,18.63,0.05,0.9315,1,train
42.94,544.17,542.47,543.32,1.7,8.33,1.28,10.6624,4,train
22.65,425.12,142.17,283.64,282.95,11.12,1.04,11.5648,2,train
33.27,5.19,60.81,33.0,55.62,13.65,0.0,0.0,1,test
49.44,1023.0,1023.0,1023.0,0.0,1.92,4.69,9.0048,4,train
48.23,659.07,641.47,650.27,17.6,9.19,2.45,22.5155,4,validation
44.32,259.99,629.43,444.71,369.44,11.23,1.57,17.6311,2,train
35.73,0.0,42.32,21.16,42.32,14.58,0.0,0.0,1,train
41.44,610.29,591.43,600.86,18.86,19.18,0.12,2.3016,4,train
67.29,853.09,902.4,877.74,49.31,14.56,2.67,38.8752,3,train
66.48,930.39,874.5,902.44,55.89,14.91,3.52,52.4832,3,test
82.42,816.67,991.68,904.18,175.01,13.14,3.91,51.3774,3,train
36.61,543.85,603.45,573.65,59.6,15.13,1.87,28.2931,0,train
67.91,742.04,736.55,739.3,5.49,14.53,2.57,37.3421,3,train
54.25,905.8,811.17,858.48,94.63,14.75,3.38,49.855,3,validation
50.33,513.75,461.69,487.72,52.06,17.31,1.42,24.5802,0,test
38.93,412.61,164.29,288.45,248.32,10.22,0.47,4.8034,2,validation
68.52,1023.0,816.08,919.54,206.92,14.51,2.81,40.7731,3,train
39.57,453.4,487.79,470.6,34.39,15.83,0.74,11.7142,0,train
51.82,946.17,901.13,923.65,45.04,14.33,3.73,53.4509,3,train
33.67,152.87,102.27,127.57,50.6,16.28,0.12,1.9536,1,train
26.59,122.79,478.06,300.42,355.27,10.16,0.7,7.112,2,train
63.34,839.2,869.63,854.42,30.43,14.16,2.06,29.1696,3,train
40.83,424.76,559.24,492.0,134.48,16.21,1.09,17.6689,0,test
47.64,94.8,182.9,138.85,88.1,16.13,0.66,10.6458,1,train
54.77,798.34,914.36,856.35,116.02,15.89,3.85,61.1765,0,validation
50.14,627.69,572.27,599.98,55.42,1.08,5.49,5.9292,4,train
85.67,777.46,788.2,782.83,10.74,14.29,1.85,26.4365,3,test
26.17,407.42,135.51,271.47,271.91,8.13,0.72,5.8536,2,train
41.4,194.09,757.35,475.72,563.26,9.4,0.22,2.068,2,train
48.61,153.85,769.35,461.6,615.5,10.14,1.74,17.6436,2,test
60.66,757.98,876.02,817.0,118.04,14.46,2.8,40.488,3,train
50.0,934.6,966.44,950.52,31.84,14.96,3.01,45.0296,0,train
54.96,751.61,713.84,732.72,37.77,14.38,3.8,54.644,3,train
66.02,923.15,781.33,852.24,141.82,15.09,2.69,40.5921,0,train
87.08,847.15,953.01,900.08,105.86,13.86,3.58,49.6188,3,train
44.81,637.64,220.76,429.2,416.88,8.39,0.61,5.1179,2,train
54.05,845.91,737.45,791.68,108.46,14.86,3.39,50.3754,0,train
68.48,808.47,908.26,858.36,99.79,14.13,3.07,43.3791,3,train
33.63,182.18,18.57,100.38,163.61,15.37,0.0,0.0,1,test
67.1,893.57,891.25,892.41,2.32,15.26,3.66,55.8516,3,train
37.44,257.95,166.45,212.2,91.5,15.43,0.67,10.3381,1,test
63.88,778.28,894.12,836.2,115.84,13.83,4.47,61.8201,3,train
31.82,63.58,445.35,254.46,381.77,12.1,1.84,22.264,2,train
42.31,679.36,798.78,739.07,119.42,0.31,5.34,1.6554,4,train
35.09,150.03,2.74,76.39,147.29,12.95,0.0,0.0,1,train
43.27,215.34,215.03,215.18,0.31,13.29,0.59,7.8411,1,train
39.39,548.28,508.46,528.37,39.82,17.4,1.09,18.966,0,train
45.4,736.06,760.36,748.21,24.3,17.78,0.57,10.1346,4,validation
34.01,687.98,270.47,479.22,417.51,12.04,1.61,19.3844,2,validation
34.52,443.34,541.28,492.31,97.94,17.68,0.76,13.4368,0,train
49.89,929.4,920.64,925.02,8.76,2.44,5.29,12.9076,4,train
43.2,215.05,693.18,454.12,478.13,8.8,1.08,9.504,2,train
36.84,571.43,86.25,328.84,485.18,9.28,1.38,12.8064,2,train
61.5,962.99,840.91,901.95,122.08,13.65,2.97,40.5405,3,test
24.34,0.0,8.03,4.01,8.03,11.9,0.19,2.261,1,validation
51.82,725.48,788.41,756.94,62.93,13.61,2.2,29.942,3,train
43.03,604.81,532.0,568.4,72.81,15.19,2.46,37.3674,0,test
64.7,682.08,709.35,695.72,27.27,12.64,2.65,33.496,3,train
37.67,0.51,464.16,232.34,463.65,9.97,0.8,7.976,2,validation
43.06,683.41,755.64,719.52,72.23,17.29,3.05,52.7345,0,validation
66.03,771.95,811.83,791.89,39.88,14.39,2.7,38.853,3,train
71.96,831.87,899.72,865.8,67.85,13.74,2.46,33.8004,3,train
50.3,730.73,620.77,675.75,109.96,17.18,2.71,46.5578,0,validation
53.23,766.09,786.81,776.45,20.72,18.04,3.04,54.8416,0,validation
43.99,642.3,615.39,628.84,26.91,9.46,2.08,19.6768,4,train
43.1,787.07,103.07,445.07,684.0,9.4,1.89,17.766,2,test
44.34,854.08,111.98,483.03,742.1,11.71,1.51,17.6821,2,train
45.27,88.16,791.3,439.73,703.14,14.31,0.81,11.5911,2,train
47.97,557.36,488.25,522.81,69.11,11.73,2.03,23.8119,4,train
32.51,43.73,23.18,33.46,20.55,13.17,0.16,2.1072,1,train
36.29,26.21,65.06,45.64,38.85,16.32,0.47,7.6704,1,test
81.96,802.59,784.38,793.48,18.21,13.9,3.19,44.341,3,train
41.29,514.33,67.23,290.78,447.1,9.63,0.99,9.5337,2,train
82.42,723.37,727.83,725.6,4.46,4.87,2.47,12.0289,4,train
64.62,800.94,734.75,767.84,66.19,13.86,3.65,50.589,3,train
89.97,877.28,869.18,873.23,8.1,13.4,3.64,48.776,3,train
38.97,455.88,499.99,477.94,44.11,16.45,1.55,25.4975,0,train
88.19,740.83,798.07,769.45,57.24,7.94,3.85,30.569,4,train
48.88,810.0,90.99,450.5,719.01,10.94,0.71,7.7674,2,validation
58.56,718.66,804.86,761.76,86.2,15.75,3.62,57.015,0,validation
25.63,92.92,0.0,46.46,92.92,13.14,0.43,5.6502,1,train
57.35,593.73,687.6,640.66,93.87,6.85,2.43,16.6455,4,train
30.84,401.0,457.5,429.25,56.5,8.83,2.52,22.2516,4,train
86.88,867.83,878.64,873.24,10.81,13.31,2.3,30.613,3,validation
46.88,532.06,488.68,510.37,43.38,21.19,0.35,7.4165,4,train
44.71,653.78,310.96,482.37,342.82,13.81,2.17,29.9677,2,validation
88.36,786.59,851.79,819.19,65.2,11.92,2.28,27.1776,3,validation
40.56,26.23,513.75,269.99,487.52,7.53,1.47,11.0691,2,train
65.74,646.7,695.17,670.94,48.47,15.02,2.83,42.5066,3,train
83.06,700.27,825.0,762.64,124.73,14.16,2.23,31.5768,3,test
19.3,110.73,76.29,93.51,34.44,16.45,0.53,8.7185,1,validation
60.52,750.04,763.09,756.56,13.05,7.42,2.8,20.776,4,test
31.86,70.02,204.17,137.1,134.15,14.7,0.0,0.0,1,train
42.53,580.12,486.48,533.3,93.64,10.33,2.67,27.5811,4,validation
34.87,130.16,178.3,154.23,48.14,16.01,0.52,8.3252,1,train
50.29,745.68,780.82,763.25,35.14,19.29,0.0,0.0,4,train
26.49,0.0,11.76,5.88,11.76,18.04,0.17,3.0668,1,train
33.87,10.93,22.34,16.63,11.41,16.35,0.0,0.0,1,train
48.24,777.02,846.88,811.95,69.86,15.87,3.48,55.2276,0,test
32.08,554.6,489.43,522.02,65.17,15.84,1.64,25.9776,0,train
40.96,506.08,511.28,508.68,5.2,15.94,1.38,21.9972,0,test
47.16,350.18,677.59,513.88,327.41,7.02,1.5,10.53,2,train
31.51,69.88,408.37,239.12,338.49,12.3,0.77,9.471,2,train
40.1,240.85,189.46,215.16,51.39,12.38,0.85,10.523,1,train
50.81,566.82,516.6,541.71,50.22,0.0,4.19,0.0,4,train
90.05,774.68,864.78,819.73,90.1,10.33,2.09,21.5897,4,train
42.98,490.43,61.36,275.9,429.07,10.09,0.77,7.7693,2,validation
45.0,367.52,688.81,528.16,321.29,10.31,0.41,4.2271,2,validation
46.79,494.88,607.6,551.24,112.72,14.89,1.96,29.1844,0,train
36.09,643.39,294.25,468.82,349.14,11.27,2.31,26.0337,2,validation
46.77,737.99,127.85,432.92,610.14,13.69,2.0,27.38,2,train
34.46,526.38,462.0,494.19,64.38,15.29,0.26,3.9754,0,train
41.01,448.92,474.9,461.91,25.98,10.17,1.99,20.2383,4,train
28.84,445.17,491.22,468.2,46.05,16.94,1.1,18.634,0,train
64.44,820.34,851.77,836.06,31.43,14.11,2.96,41.7656,3,train
49.45,540.58,602.49,571.54,61.91,9.41,2.71,25.5011,4,train
32.25,567.49,487.68,527.58,79.81,16.54,1.52,25.1408,0,test
54.5,423.36,880.26,651.81,456.9,8.89,1.15,10.2235,2,train
61.69,849.81,878.77,864.29,28.96,14.75,3.38,49.855,3,train
81.66,795.54,872.11,833.82,76.57,15.5,3.89,60.295,3,validation
63.52,644.85,709.74,677.3,64.89,14.92,2.1,31.332,3,train
38.75,377.54,200.86,289.2,176.68,13.59,1.91,25.9569,2,validation
46.65,232.24,628.14,430.19,395.9,8.75,0.63,5.5125,2,train
43.55,470.58,546.09,508.34,75.51,0.28,4.96,1.3888,4,test
61.73,948.34,730.81,839.58,217.53,14.44,2.6,37.544,3,test
45.95,549.47,506.05,527.76,43.42,12.17,1.53,18.6201,4,train
31.49,543.51,662.9,603.2,119.39,0.0,4.59,0.0,4,train
90.13,733.48,793.28,763.38,59.8,12.48,2.76,34.4448,3,train
54.56,822.85,973.57,898.21,150.72,14.68,2.56,37.5808,3,train
46.81,566.58,486.14,526.36,80.44,14.79,2.73,40.3767,0,train
38.86,657.4,159.23,408.32,498.17,8.82,1.69,14.9058,2,train
36.09,146.84,354.71,250.77,207.87,10.86,0.78,8.4708,2,test
52.41,478.73,534.61,506.67,55.88,13.45,2.79,37.5255,4,train
41.42,561.32,35.12,298.22,526.2,13.33,0.01,0.1333,2,train
76.97,820.59,892.82,856.7,72.23,14.18,3.46,49.0628,3,train
67.94,910.93,949.47,930.2,38.54,14.27,3.4,48.518,3,train
34.43,489.44,209.17,349.3,280.27,7.99,2.31,18.4569,2,train
34.71,87.99,0.0,44.0,87.99,11.73,0.0,0.0,1,train
31.12,111.02,1.74,56.38,109.28,15.63,0.0,0.0,1,train
57.72,737.77,622.7,680.24,115.07,6.98,1.33,9.2834,4,test
44.81,792.12,725.62,758.87,66.5,14.88,1.94,28.8672,0,train
41.67,508.43,509.37,508.9,0.94,21.9,0.29,6.351,4,train
49.27,417.24,468.49,442.86,51.25,11.65,2.14,24.931,4,validation
40.8,787.33,17.51,402.42,769.82,8.35,0.94,7.849,2,train
35.28,561.34,497.58,529.46,63.76,16.04,1.79,28.7116,0,test
79.27,891.93,785.08,838.5,106.85,5.18,2.36,12.2248,4,train
49.24,279.94,727.04,503.49,447.1,9.64,0.42,4.0488,2,train
48.36,591.7,633.27,612.48,41.57,15.61,1.47,22.9467,0,train
43.72,610.85,568.31,589.58,42.54,19.84,0.31,6.1504,4,train
38.81,361.47,517.29,439.38,155.82,19.43,0.0,0.0,4,train
81.75,869.88,822.58,846.23,47.3,10.24,2.63,26.9312,4,test
33.48,506.11,569.79,537.95,63.68,15.81,1.13,17.8653,0,train
46.59,597.09,526.52,561.81,70.57,9.82,2.44,23.9608,4,train
46.16,617.48,102.47,359.98,515.01,9.49,1.28,12.1472,2,train
51.97,655.66,702.17,678.92,46.51,16.88,2.23,37.6424,0,train
41.2,584.95,663.22,624.08,78.27,12.43,3.18,39.5274,4,test
38.12,560.21,548.03,554.12,12.18,15.31,1.88,28.7828,0,validation
80.01,721.24,703.76,712.5,17.48,13.05,3.48,45.414,3,train
46.1,533.36,482.23,507.8,51.13,11.52,1.74,20.0448,4,train
46.12,842.9,376.95,609.92,465.95,7.07,1.88,13.2916,2,train
42.02,884.54,931.85,908.2,47.31,15.63,3.25,50.7975,0,validation
51.86,499.77,461.94,480.86,37.83,19.96,0.04,0.7984,4,train
65.35,942.56,1023.0,982.78,80.44,15.01,4.12,61.8412,3,train
45.87,921.29,379.35,650.32,541.94,6.31,0.76,4.7956,2,train
40.32,18.08,118.98,68.53,100.9,11.68,0.06,0.7008,1,train
65.78,1023.0,1006.7,1014.85,16.3,14.91,4.2,62.622,3,train
50.14,529.14,635.45,582.3,106.31,2.02,4.14,8.3628,4,train
37.35,0.0,469.94,234.97,469.94,5.53,0.05,0.2765,2,train
27.92,198.61,64.93,131.77,133.68,11.64,0.0,0.0,1,train
54.97,681.22,616.08,648.65,65.14,14.02,2.19,30.7038,3,train
49.49,794.88,788.48,791.68,6.4,15.87,2.98,47.2926,0,validation
25.97,0.0,0.0,0.0,0.0,13.99,0.2,2.798,1,test
38.46,78.68,47.86,63.27,30.82,14.48,0.0,0.0,1,train
30.38,95.24,122.21,108.72,26.97,14.28,0.33,4.7124,1,train
29.14,543.31,511.17,527.24,32.14,18.09,0.81,14.6529,0,train
53.38,782.91,818.16,800.54,35.25,19.36,0.0,0.0,4,train
47.1,455.81,392.26,424.04,63.55,6.1,2.06,12.566,4,train
29.0,247.01,236.6,241.8,10.41,12.05,0.51,6.1455,1,train
29.98,172.93,509.75,341.34,336.82,9.95,2.18,21.691,2,train
57.09,912.47,891.71,902.09,20.76,13.49,2.99,40.3351,0,train
60.34,507.35,479.53,493.44,27.82,15.71,1.67,26.2357,0,train
36.83,80.84,181.57,131.2,100.73,13.59,0.9,12.231,1,train
32.59,139.95,117.73,128.84,22.22,12.71,0.16,2.0336,1,train
38.67,691.63,192.34,441.98,499.29,8.73,1.05,9.1665,2,test
76.6,840.09,889.82,864.96,49.73,13.65,4.3,58.695,3,test
79.76,740.92,726.51,733.71,14.41,13.82,2.72,37.5904,3,train
65.14,785.14,810.67,797.9,25.53,15.86,2.72,43.1392,3,train
47.1,600.37,609.94,605.16,9.57,22.0,0.0,0.0,4,validation
37.74,230.72,542.9,386.81,312.18,12.09,2.09,25.2681,2,train
46.08,25.79,685.92,355.85,660.13,9.85,0.63,6.2055,2,validation
38.97,572.48,521.92,547.2,50.56,16.89,1.33,22.4637,0,train
24.12,0.0,87.19,43.6,87.19,12.97,0.09,1.1673,1,train
54.36,809.85,863.95,836.9,54.1,15.53,3.66,56.8398,3,train
56.99,561.49,654.84,608.16,93.35,11.69,2.21,25.8349,4,train
42.41,688.62,609.51,649.07,79.11,14.77,2.98,44.0146,0,train
40.37,73.57,1023.0,548.28,949.43,9.16,0.87,7.9692,2,validation
33.53,432.55,454.25,443.4,21.7,7.62,1.18,8.9916,4,train
54.91,222.12,644.93,433.52,422.81,10.75,1.29,13.8675,2,train
73.33,821.08,819.3,820.19,1.78,15.15,3.68,55.752,3,train
47.08,481.56,212.78,347.17,268.78,9.99,1.74,17.3826,2,train
45.96,354.91,514.49,434.7,159.58,11.31,2.17,24.5427,4,train
43.62,74.0,127.09,100.54,53.09,15.87,0.54,8.5698,1,train
42.72,499.48,405.7,452.59,93.78,15.6,1.21,18.876,0,train
73.29,803.37,852.29,827.83,48.92,9.31,3.86,35.9366,4,train
33.15,0.0,21.85,10.92,21.85,16.61,0.04,0.6644,1,validation
45.94,529.04,404.17,466.6,124.87,16.77,2.84,47.6268,0,train
38.8,62.82,482.71,272.76,419.89,13.96,1.11,15.4956,2,train
55.33,930.21,989.8,960.0,59.59,9.19,1.64,15.0716,4,train
57.51,645.36,687.18,666.27,41.82,9.74,0.75,7.305,4,test
40.43,281.45,737.87,509.66,456.42,7.63,2.4,18.312,2,train
30.26,0.0,62.66,31.33,62.66,13.06,0.0,0.0,1,train
38.29,156.69,489.95,323.32,333.26,14.13,0.78,11.0214,2,train
21.48,630.25,489.83,560.04,140.42,15.82,0.86,13.6052,0,train
45.52,568.59,575.16,571.88,6.57,1.82,4.36,7.9352,4,train
76.29,520.72,515.3,518.01,5.42,8.65,3.51,30.3615,4,validation
62.16,745.56,710.29,727.92,35.27,16.09,3.49,56.1541,0,validation
85.8,643.63,648.9,646.26,5.27,12.79,3.34,42.7186,3,validation
29.23,402.78,140.87,271.82,261.91,14.1,0.34,4.794,2,test
42.44,201.92,147.54,174.73,54.38,15.07,0.75,11.3025,1,train
52.24,669.09,736.05,702.57,66.96,17.0,2.57,43.69,0,validation
83.97,845.78,883.64,864.71,37.86,12.69,3.46,43.9074,3,train
79.94,822.66,767.2,794.93,55.46,12.63,2.27,28.6701,3,train
35.16,0.0,27.56,13.78,27.56,11.99,0.0,0.0,1,train
31.19,406.26,45.37,225.82,360.89,9.01,0.49,4.4149,2,train
24.89,529.2,470.72,499.96,58.48,19.2,1.49,28.608,0,validation
72.01,818.68,771.48,795.08,47.2,15.19,2.72,41.3168,3,train
55.91,831.98,752.73,792.36,79.25,10.65,1.95,20.7675,4,train
76.23,846.76,720.99,783.88,125.77,13.46,2.75,37.015,3,test
32.34,58.05,169.79,113.92,111.74,11.94,0.0,0.0,1,train
62.4,917.87,886.95,902.41,30.92,14.91,3.68,54.8688,3,test
60.29,620.54,623.4,621.97,2.86,15.63,3.11,48.6093,3,test
35.79,169.86,87.22,128.54,82.64,12.49,0.41,5.1209,1,test
73.04,835.57,799.21,817.39,36.36,5.4,2.74,14.796,4,train
33.14,191.72,144.04,167.88,47.68,11.78,0.0,0.0,1,train
72.45,727.76,825.2,776.48,97.44,13.06,3.62,47.2772,3,train
68.56,874.2,750.84,812.52,123.36,14.81,3.9,57.759,3,test
35.36,233.32,191.98,212.65,41.34,15.73,0.6,9.438,1,test
36.91,563.94,495.15,529.55,68.79,17.31,1.46,25.2726,0,validation
23.3,4.23,468.0,236.12,463.77,12.74,1.24,15.7976,2,train
47.43,707.84,737.64,722.74,29.8,15.53,2.56,39.7568,0,validation
47.05,675.86,670.56,673.21,5.3,10.04,2.59,26.0036,4,train
40.16,468.43,632.29,550.36,163.86,8.13,3.03,24.6339,4,train
86.94,850.47,823.39,836.93,27.08,9.08,3.14,28.5112,4,train
35.38,685.63,580.15,632.89,105.48,1.97,6.0,11.82,4,train
53.67,607.29,534.34,570.82,72.95,4.06,3.06,12.4236,4,train
80.08,680.53,632.73,656.63,47.8,13.97,2.68,37.4396,3,validation
80.13,705.76,697.09,701.42,8.67,12.71,2.38,30.2498,3,train
36.45,528.57,543.37,535.97,14.8,17.01,1.73,29.4273,0,train
34.5,644.55,126.58,385.56,517.97,8.63,1.38,11.9094,2,train
52.17,764.74,756.22,760.48,8.52,4.11,3.24,13.3164,4,test
31.69,137.79,114.49,126.14,23.3,15.98,0.74,11.8252,1,train
82.93,930.43,885.41,907.92,45.02,13.36,4.3,57.448,3,test
80.93,730.65,743.9,737.28,13.25,5.23,2.57,13.4411,4,train
38.33,0.0,434.79,217.4,434.79,9.0,0.33,2.97,2,train
49.88,757.44,216.38,486.91,541.06,6.67,1.83,12.2061,2,validation
56.11,758.71,745.78,752.24,12.93,17.62,0.0,0.0,4,train
40.08,797.8,704.59,751.2,93.21,7.8,1.17,9.126,4,train
40.77,156.27,642.51,399.39,486.24,10.76,0.0,0.0,2,train
44.1,519.98,596.86,558.42,76.88,16.57,1.39,23.0323,0,train
37.51,211.28,561.57,386.42,350.29,10.3,1.07,11.021,2,train
60.33,1023.0,908.71,965.86,114.29,7.46,1.04,7.7584,4,validation
57.11,567.71,609.54,588.62,41.83,16.33,2.2,35.926,0,validation
34.22,79.66,443.0,261.33,363.34,7.05,1.07,7.5435,2,train
46.72,819.78,776.05,797.92,43.73,16.16,3.42,55.2672,0,test
28.65,377.83,464.51,421.17,86.68,15.0,1.76,26.4,0,train
46.09,530.53,612.55,571.54,82.02,9.54,1.28,12.2112,4,train
44.29,808.39,746.36,777.38,62.03,15.35,3.66,56.181,0,train
51.69,849.87,791.72,820.8,58.15,15.13,2.34,35.4042,0,train
55.91,790.26,800.0,795.13,9.74,14.33,4.11,58.8963,3,validation
31.02,77.14,22.98,50.06,54.16,14.02,0.0,0.0,1,validation
52.83,123.75,867.9,495.82,744.15,5.15,0.77,3.9655,2,train
28.32,140.15,78.56,109.36,61.59,14.92,0.15,2.238,1,test
56.47,912.59,937.75,925.17,25.16,17.16,3.32,56.9712,0,validation
40.31,294.19,230.91,262.55,63.28,15.98,0.26,4.1548,1,validation
54.8,1023.0,913.55,968.28,109.45,14.98,3.87,57.9726,0,train
48.74,941.59,974.71,958.15,33.12,16.72,3.11,51.9992,0,train
44.38,547.19,241.72,394.46,305.47,13.37,0.31,4.1447,2,train
72.1,912.72,918.06,915.39,5.34,14.06,3.74,52.5844,3,train
49.34,514.77,589.76,552.26,74.99,16.45,1.73,28.4585,0,train
45.01,46.55,246.86,146.71,200.31,14.3,0.74,10.582,1,test
23.89,12.99,0.0,6.5,12.99,11.99,0.14,1.6786,1,train
49.11,1023.0,150.72,586.86,872.28,7.28,1.08,7.8624,2,train
37.36,516.43,96.79,306.61,419.64,12.43,0.77,9.5711,2,train
34.89,33.15,3.84,18.49,29.31,16.36,0.3,4.908,1,train
20.92,105.97,49.0,77.48,56.97,12.43,0.76,9.4468,1,train
72.09,842.76,927.89,885.32,85.13,13.88,2.51,34.8388,3,train
29.67,561.89,490.19,526.04,71.7,16.87,0.88,14.8456,0,train
76.04,438.98,518.07,478.52,79.09,8.49,2.15,18.2535,4,train
53.34,572.18,553.19,562.68,18.99,2.49,4.81,11.9769,4,train
32.84,130.41,86.63,108.52,43.78,10.32,0.0,0.0,1,test
52.49,871.12,840.62,855.87,30.5,15.0,4.04,60.6,0,train
25.52,181.68,51.79,116.74,129.89,13.85,0.0,0.0,1,train
37.91,557.48,605.0,581.24,47.52,10.98,2.5,27.45,4,train
73.59,923.43,809.74,866.58,113.69,13.74,3.45,47.403,3,train
71.91,1005.87,953.77,979.82,52.1,14.64,3.83,56.0712,3,train
30.87,121.81,27.53,74.67,94.28,16.33,0.0,0.0,1,train
49.49,134.58,580.07,357.33,445.49,8.28,1.54,12.7512,2,train
58.96,799.93,884.66,842.3,84.73,13.53,2.83,38.2899,3,train
43.3,515.73,568.93,542.33,53.2,4.77,0.77,3.6729,4,test
42.6,602.52,545.0,573.76,57.52,8.38,0.52,4.3576,4,train
40.75,550.37,424.74,487.56,125.63,18.15,1.35,24.5025,0,test
42.53,448.37,222.61,335.49,225.76,9.07,2.25,20.4075,2,train
38.58,253.89,874.79,564.34,620.9,8.12,2.07,16.8084,2,test
61.24,776.85,714.23,745.54,62.62,16.04,2.99,47.9596,3,validation
41.08,486.14,514.21,500.18,28.07,9.77,3.14,30.6778,4,train
45.02,524.43,430.32,477.38,94.11,20.99,0.19,3.9881,4,train
