temperature_c,ldr_left,ldr_right,avg_light,light_diff,voltage_v,current_a,power_w,label,split
41.73,319.17,790.93,555.05,471.76,11.7387,0.612,7.1838,SHADOW,train
48.87,698.85,712.78,705.82,13.93,14.5763,2.6967,39.3075,NORMAL,test
35.99,498.07,504.19,501.13,6.12,16.854,1.2,20.2248,NORMAL,train
71.3,913.27,909.59,911.43,3.68,14.0712,4.5209,63.6152,OVERHEAT,train
34.45,492.94,530.25,511.6,37.31,16.5999,1.5505,25.7383,NORMAL,test
61.94,851.78,847.23,849.5,4.55,14.5437,3.8721,56.3145,OVERHEAT,train
42.02,752.76,758.3,755.53,5.54,9.3269,0.5023,4.6853,PANEL_FAULT,train
28.81,101.43,450.36,275.89,348.93,10.142,1.8517,18.7795,SHADOW,train
37.22,646,236.94,441.47,409.06,10.6334,1.9169,20.3833,SHADOW,validation
30.49,47.11,45.31,46.21,1.8,12.0658,0.1257,1.5171,LOW_LIGHT,train
46.79,885.61,127.03,506.32,758.58,9.8559,1.6149,15.9166,SHADOW,train
33.31,496.72,503.71,500.22,6.99,15.5769,1.3342,20.7825,NORMAL,train
77.65,724.89,727.4,726.14,2.51,13.3007,2.9447,39.1663,OVERHEAT,train
36.49,471.82,460.2,466.01,11.62,7.0429,1.1863,8.3551,PANEL_FAULT,train
42.72,627.53,273.82,450.67,353.71,12.8682,0.9366,12.0517,SHADOW,train
45.13,277.63,720.38,499,442.75,11.4991,0.2941,3.3815,SHADOW,train
41.18,491.61,510.04,500.83,18.43,15.9803,1.4191,22.6777,NORMAL,train
37.98,189.3,208.14,198.72,18.84,12.7682,0.5367,6.8527,LOW_LIGHT,test
41.76,528.3,483.57,505.93,44.73,16.9653,1.7095,29.0015,NORMAL,train
42.2,475.42,500.5,487.96,25.08,16.7485,1.5199,25.4556,NORMAL,train
36.39,512.67,157.01,334.84,355.66,9.7524,0.7144,6.9675,SHADOW,train
69.11,920.63,919.22,919.92,1.41,13.7674,3.9737,54.7072,OVERHEAT,train
56.61,784.81,798.55,791.68,13.74,15.9061,2.2656,36.0374,NORMAL,train
75.88,443.26,459.94,451.6,16.68,5.7107,2.0656,11.7961,PANEL_FAULT,test
63.57,883.73,911.31,897.52,27.58,14.6399,3.6427,53.3284,OVERHEAT,test
84.86,966.28,956.89,961.58,9.39,12.8566,3.7802,48.6002,OVERHEAT,test
33.77,503.42,469.07,486.25,34.35,15.6389,1.5348,24.0031,NORMAL,train
28.76,40.9,43.08,41.99,2.18,13.4165,0.1573,2.1107,LOW_LIGHT,train
42.86,717.29,146.75,432.02,570.54,11.1782,1.052,11.76,SHADOW,train
49.4,517.4,498.77,508.08,18.63,20.0545,0.0038,0.0768,PANEL_FAULT,train
35.93,268.26,273.98,271.12,5.72,12.6166,0.562,7.0903,LOW_LIGHT,train
27.84,28.2,53.81,41,25.61,16.4872,0.0744,1.2262,LOW_LIGHT,train
49.52,181.57,898.13,539.85,716.56,9.9766,1.4742,14.7072,SHADOW,train
28,508,506.32,507.16,1.68,17.1862,1.2,20.6235,NORMAL,test
39.12,443.01,179.11,311.06,263.9,10.4505,1.6665,17.4161,SHADOW,train
26.17,446.07,151.4,298.74,294.67,9.4302,0.8036,7.5781,SHADOW,test
28,506.92,501.98,504.45,4.94,17.0351,1.2,20.4421,NORMAL,test
69.39,746.77,770.92,758.84,24.15,14.0047,3.1137,43.6059,OVERHEAT,train
42.58,459.51,445.86,452.69,13.65,10.3962,1.7954,18.6651,PANEL_FAULT,train
51.83,580.84,588.82,584.83,7.98,11.4108,2.0255,23.1126,PANEL_FAULT,train
33.4,69,448.89,258.94,379.89,10.3034,0.7242,7.4616,SHADOW,train
31.82,57.37,64.93,61.15,7.56,13.574,0.1998,2.7123,LOW_LIGHT,train
37.18,525.32,47.1,286.21,478.22,11.1257,1.5879,17.6663,SHADOW,train
34.64,128.47,129.64,129.06,1.17,12.7112,0.283,3.5978,LOW_LIGHT,train
52.5,832.86,804.96,818.91,27.9,13.3565,2.4418,32.6138,PANEL_FAULT,train
87.96,862.51,846.14,854.32,16.37,13.0807,2.9399,38.4554,OVERHEAT,train
60.83,784.59,775.17,779.88,9.42,14.4446,3.4915,50.4328,OVERHEAT,validation
65.18,683.6,680.34,681.97,3.26,14.0497,3.3088,46.4882,OVERHEAT,train
43.98,92.97,701.52,397.24,608.55,9.4151,1.4794,13.929,SHADOW,train
57,869.29,854.9,862.1,14.39,14.5836,4.2943,62.6272,NORMAL,validation
52.42,714.4,739.33,726.86,24.93,14.6377,3.0452,44.5748,NORMAL,train
34.66,530.33,497.31,513.82,33.02,16.9114,1.9894,33.6439,NORMAL,validation
54.21,884.3,873.72,879.01,10.58,16.0451,2.404,38.5731,NORMAL,train
85.68,755.8,750.42,753.11,5.38,13.2237,3.098,40.967,OVERHEAT,train
85.03,786.06,792.23,789.14,6.17,13.1722,2.5649,33.7851,OVERHEAT,validation
49.55,712.36,705.49,708.92,6.87,0.449,4.378,1.9656,PANEL_FAULT,train
44.95,575,553.88,564.44,21.12,2.8529,4.5895,13.0934,PANEL_FAULT,train
33.61,488.46,489.91,489.19,1.45,17.6657,1.2,21.1988,NORMAL,test
29.61,81.82,78.1,79.96,3.72,15.4785,0.2514,3.8913,LOW_LIGHT,train
40.55,469.02,466.83,467.92,2.19,15.8925,1.4442,22.9526,NORMAL,train
39.91,533.8,555.16,544.48,21.36,17.2947,1.6886,29.2037,NORMAL,train
42.9,798.49,797.96,798.22,0.53,15.3722,3.7855,58.1922,NORMAL,train
25.78,42.76,52,47.38,9.24,16.1067,0.085,1.3694,LOW_LIGHT,validation
32.59,116.38,115.23,115.8,1.15,12.65,0.1268,1.6041,LOW_LIGHT,test
58.88,902.18,878,890.09,24.18,15.1628,3.6647,55.5676,OVERHEAT,validation
42.92,466.01,502.16,484.09,36.15,15.9959,1.293,20.6826,NORMAL,train
36.7,510.06,458.31,484.19,51.75,15.8231,1.2,18.9878,NORMAL,train
82.46,940.14,924.4,932.27,15.74,13.7392,2.9602,40.6707,OVERHEAT,validation
43.19,670.08,666.15,668.12,3.93,15.5764,1.8309,28.5195,NORMAL,train
48.47,886.77,99.81,493.29,786.96,10.7021,0.3338,3.5723,SHADOW,validation
49.01,107.82,845.18,476.5,737.36,12.7279,1.6127,20.5265,SHADOW,train
30.89,107.94,109.29,108.62,1.35,16.6431,0.0461,0.767,LOW_LIGHT,train
51.42,820.44,824.17,822.3,3.73,15.8947,3.0973,49.2312,NORMAL,train
38.41,509.59,521.49,515.54,11.9,17.0392,2.4345,41.4818,NORMAL,train
34.5,22.29,440.43,231.36,418.14,12.2602,1.3406,16.4358,SHADOW,validation
51.44,544.52,556.99,550.76,12.47,0.7136,5.0701,3.6181,PANEL_FAULT,train
36.97,539.45,509.26,524.36,30.19,16.269,1.7417,28.3351,NORMAL,train
49.89,679.28,713.58,696.43,34.3,15.8681,2.1343,33.8671,NORMAL,train
50,329.39,822.54,575.96,493.15,9.1831,2.0834,19.1323,SHADOW,validation
88.43,793.26,822.82,808.04,29.56,13.1481,3.1606,41.5555,OVERHEAT,validation
39.43,686.93,94.09,390.51,592.84,8.4829,0.9449,8.0157,SHADOW,train
45.6,279.5,881.64,580.57,602.14,8.4492,2.0068,16.9558,SHADOW,validation
45.34,489.51,489.54,489.52,0.03,10.9354,1.2845,14.0469,PANEL_FAULT,validation
63.57,896.23,937.08,916.66,40.85,14.3135,3.0258,43.3105,OVERHEAT,train
50,99.34,949.08,524.21,849.74,7.2609,1.1016,7.9986,SHADOW,train
38.38,540.99,506.69,523.84,34.3,16.3099,1.5522,25.3155,NORMAL,train
35.24,40.02,31.18,35.6,8.84,14.8577,0.1328,1.9736,LOW_LIGHT,train
37.79,457.57,446.72,452.14,10.85,10.0325,2.0755,20.8224,PANEL_FAULT,validation
29.94,107.02,130.12,118.57,23.1,15.2645,0.1732,2.6444,LOW_LIGHT,train
45.95,135.96,705.36,420.66,569.4,8.8282,0.9914,8.7526,SHADOW,train
30.92,103.64,111.54,107.59,7.9,15.3491,0.0845,1.2969,LOW_LIGHT,train
71.09,912.98,907.04,910.01,5.94,13.8297,4.0225,55.6302,OVERHEAT,train
34.62,486.73,480.58,483.66,6.15,11.032,1.9814,21.8592,PANEL_FAULT,validation
45.09,577.37,567.92,572.64,9.45,1.5086,3.984,6.0103,PANEL_FAULT,train
82.13,750.13,732.25,741.19,17.88,13.5367,2.7218,36.8449,OVERHEAT,validation
38.38,455.21,459.45,457.33,4.24,13.743,3.0364,41.7289,PANEL_FAULT,train
40.42,475.44,499.03,487.24,23.59,11.9143,1.4576,17.3666,PANEL_FAULT,train
32.41,562.35,518.61,540.48,43.74,16.9618,1.2,20.3541,NORMAL,train
50,235.92,763.61,499.76,527.69,7.0878,2.1709,15.3869,SHADOW,train
32.24,188.43,229.13,208.78,40.7,15.6158,0.2922,4.5624,LOW_LIGHT,validation
42.93,598.21,581.63,589.92,16.58,11.4913,1.7268,19.843,PANEL_FAULT,train
51.31,848.72,833.16,840.94,15.56,8.7982,2.7114,23.8552,PANEL_FAULT,train
78.41,803.46,787.23,795.34,16.23,13.3434,4.1104,54.8467,OVERHEAT,train
49.55,832.93,217.36,525.14,615.57,12.3897,1.0122,12.5409,SHADOW,test
49.43,582.94,575.04,578.99,7.9,4.0683,0.5053,2.0557,PANEL_FAULT,train
66.17,684.2,708.12,696.16,23.92,14.8836,3.1665,47.1284,OVERHEAT,train
32.12,183.27,179.59,181.43,3.68,15.4683,0.5833,9.0221,LOW_LIGHT,validation
45.86,492.87,475.79,484.33,17.08,4.2949,2.9059,12.4806,PANEL_FAULT,train
84.36,726.45,720.69,723.57,5.76,12.9092,3.0993,40.0101,OVERHEAT,train
45.44,668.59,664.82,666.7,3.77,14.77,2.8734,42.4404,NORMAL,validation
63.64,834.83,841.27,838.05,6.44,14.6697,2.508,36.7911,OVERHEAT,train
43.41,624.45,620.16,622.31,4.29,15.3021,3.1158,47.6781,NORMAL,train
67.42,731.22,700.79,716,30.43,14.6341,3.3295,48.7243,OVERHEAT,test
67.56,927.94,922.59,925.27,5.35,13.9051,4.6166,64.1948,OVERHEAT,train
47.6,473.6,479.25,476.42,5.65,0.8296,4.4425,3.6856,PANEL_FAULT,train
66.09,816.23,828.88,822.56,12.65,14.4168,3.1569,45.513,OVERHEAT,train
45.87,201.58,737.11,469.34,535.53,12.0697,1.9864,23.9757,SHADOW,test
36.45,121.4,124.99,123.2,3.59,15.9953,0.4097,6.554,LOW_LIGHT,test
29.95,51.81,58.76,55.28,6.95,15.1578,0.1354,2.0522,LOW_LIGHT,train
38.16,476.99,492.27,484.63,15.28,1.9028,5.3084,10.101,PANEL_FAULT,train
45.27,577.08,603.86,590.47,26.78,21.0591,0.0075,0.1584,PANEL_FAULT,train
64.61,819.02,835.14,827.08,16.12,13.9425,3.5996,50.187,OVERHEAT,validation
34.43,458.33,172.91,315.62,285.42,11.5526,0.5341,6.1701,SHADOW,train
71.35,622.9,642.13,632.52,19.23,3.94,3.4812,13.7159,PANEL_FAULT,validation
61.4,910.13,943.36,926.74,33.23,15.1609,4.4612,67.6361,OVERHEAT,test
44.48,502.34,497.8,500.07,4.54,15.4555,1.8436,28.4935,NORMAL,train
38,187.09,166.07,176.58,21.02,14.5392,0.2974,4.3241,LOW_LIGHT,train
50,826.56,296.4,561.48,530.16,10.5657,0.3259,3.4433,SHADOW,train
79.18,812.78,821.48,817.13,8.7,13.7829,2.6113,35.992,OVERHEAT,train
33.52,179.28,171.84,175.56,7.44,13.0443,0.0832,1.0853,LOW_LIGHT,train
80.74,951.13,920.27,935.7,30.86,13.6874,4.0672,55.6702,OVERHEAT,test
49.19,892.46,243.19,567.83,649.27,11.372,0.7142,8.1215,SHADOW,train
32.06,445.19,33.28,239.24,411.91,10.4566,0.5585,5.8403,SHADOW,validation
89.45,839.07,839.45,839.26,0.38,13.3515,3.8188,50.9861,OVERHEAT,train
57,873.66,881.89,877.78,8.23,14.1395,3.4481,48.7543,NORMAL,train
34.33,506.13,499.41,502.77,6.72,17.1188,1.2,20.5426,NORMAL,validation
35.18,120.97,133.51,127.24,12.54,15.1933,0.149,2.2632,LOW_LIGHT,train
85.82,914.04,887.93,900.98,26.11,13.096,3.9291,51.4561,OVERHEAT,train
30.94,39.53,41.43,40.48,1.9,11.9001,0.1438,1.7114,LOW_LIGHT,test
45.1,74.6,750.8,412.7,676.2,13.9186,1.2448,17.3263,SHADOW,validation
33.04,120.24,124.21,122.22,3.97,16.8738,0.2522,4.2562,LOW_LIGHT,train
58.72,886.32,921.47,903.9,35.15,14.5888,3.0662,44.7318,OVERHEAT,train
65.83,892.71,916.08,904.4,23.37,14.6376,3.6692,53.7081,OVERHEAT,train
72.22,797.91,800.09,799,2.18,14.0655,3.4964,49.1791,OVERHEAT,train
68.17,896.02,898.33,897.18,2.31,14.2524,2.917,41.5738,OVERHEAT,train
57,715.51,716.8,716.16,1.29,19.4628,0.0574,1.1177,PANEL_FAULT,validation
88.03,806.9,830.39,818.64,23.49,13.4446,3.6202,48.6716,OVERHEAT,train
37.62,474.81,208.58,341.7,266.23,10.7583,1.1874,12.7748,SHADOW,train
33.81,187.78,171.09,179.44,16.69,12.7097,0.2996,3.8077,LOW_LIGHT,train
49.86,885.8,388.54,637.17,497.26,11.6223,1.2496,14.5235,SHADOW,train
47.69,581.72,577.31,579.52,4.41,0.9966,4.3432,4.3284,PANEL_FAULT,train
27.43,0,25.44,12.72,25.44,14.3835,0.0247,0.3556,LOW_LIGHT,train
64.01,773.65,762.96,768.3,10.69,14.7554,3.1735,46.8256,OVERHEAT,train
33.25,133.93,127.74,130.84,6.19,12.0961,0.184,2.2255,LOW_LIGHT,train
39.7,500.12,517.06,508.59,16.94,17.0516,1.5885,27.0861,NORMAL,train
38,234.91,238.79,236.85,3.88,14.5829,0.2378,3.4681,LOW_LIGHT,validation
39.64,489.97,500.29,495.13,10.32,16.9929,1.497,25.4388,NORMAL,validation
30.04,174.34,446.05,310.19,271.71,12.4109,1.5554,19.3034,SHADOW,validation
29.45,504.59,522.56,513.57,17.97,17.4187,1.2,20.9024,NORMAL,train
48.4,724.09,712.34,718.22,11.75,15.1423,2.338,35.403,NORMAL,train
29.62,451,172.34,311.67,278.66,11.4187,1.6329,18.6453,SHADOW,train
42.52,38.14,547.84,292.99,509.7,7,1.2284,8.5989,SHADOW,train
41.27,426.19,459.92,443.06,33.73,8.2595,0.3502,2.8925,PANEL_FAULT,train
74.07,708.98,711.26,710.12,2.28,13.4834,3.1296,42.1973,OVERHEAT,train
40.61,576.34,593.84,585.09,17.5,12.7172,1.8142,23.0711,PANEL_FAULT,train
66.29,840.42,857.5,848.96,17.08,13.8106,3.6224,50.0273,OVERHEAT,test
54.93,868.25,852.83,860.54,15.42,15.9202,2.4351,38.7674,NORMAL,train
77.68,801.93,826.68,814.3,24.75,7.0934,2.6865,19.0562,PANEL_FAULT,train
54.93,730.74,765.28,748.01,34.54,20.571,0.0229,0.4711,PANEL_FAULT,train
53.81,732.94,743.97,738.46,11.03,1.444,5.5619,8.0313,PANEL_FAULT,train
29.5,11.01,25.05,18.03,14.04,14.4434,0.01,0.1451,LOW_LIGHT,train
51.23,746.29,750.07,748.18,3.78,10.0278,2.2642,22.7045,PANEL_FAULT,validation
34.18,34.82,60.92,47.87,26.1,12.6975,0.1212,1.5385,LOW_LIGHT,train
40.65,672.48,662.73,667.6,9.75,4.7295,2.001,9.4637,PANEL_FAULT,train
32.6,56.45,70.62,63.54,14.17,14.0697,0.1073,1.5102,LOW_LIGHT,test
39.76,578.62,579.89,579.26,1.27,1.7937,4.8553,8.7089,PANEL_FAULT,train
76.79,951.74,990,970.87,38.26,13.8864,4.0794,56.6477,OVERHEAT,train
42.67,519.9,459.98,489.94,59.92,16.3019,1.6806,27.397,NORMAL,test
45.26,634.65,245.56,440.1,389.09,8.8333,2.1487,18.98,SHADOW,train
74,961.18,943.58,952.38,17.6,13.9823,3.9331,54.9939,OVERHEAT,train
33.75,467.02,119.62,293.32,347.4,8.3337,1.3753,11.4609,SHADOW,validation
49.42,595.61,602.39,599,6.78,19.5708,0.015,0.2933,PANEL_FAULT,train
78.7,889.43,893.25,891.34,3.82,13.985,2.8974,40.5201,OVERHEAT,train
81.17,983.31,991.55,987.43,8.24,13.9149,3.8831,54.0331,OVERHEAT,train
61.72,792.78,785.43,789.1,7.35,14.5816,2.8844,42.0599,OVERHEAT,test
47.53,609.92,618.9,614.41,8.98,1.5042,5.6096,8.4378,PANEL_FAULT,train
83.46,666.18,625.12,645.65,41.06,13.0741,2.6348,34.4482,OVERHEAT,train
36.39,35.04,452.28,243.66,417.24,8.4745,1.674,14.1859,SHADOW,train
42.08,487.55,130.19,308.87,357.36,8.9147,1.8488,16.4812,SHADOW,train
75.76,778.64,731.12,754.88,47.52,13.412,2.6484,35.5199,OVERHEAT,train
50,835.57,268.85,552.21,566.72,7.0192,1.6452,11.5481,SHADOW,test
48.45,593.71,592.94,593.33,0.77,9.4355,0.7889,7.4437,PANEL_FAULT,train
41.98,274.68,616.59,445.64,341.91,10.6681,1.1847,12.6382,SHADOW,test
44.1,704.9,693.31,699.1,11.59,15.4659,1.9508,30.1712,NORMAL,train
30.14,56.63,43.81,50.22,12.82,15.8042,0.0649,1.0258,LOW_LIGHT,train
49.94,840.1,843.86,841.98,3.76,15.2968,3.1546,48.2548,NORMAL,train
32.8,512.1,501.83,506.97,10.27,17.5881,1.2,21.1057,NORMAL,validation
41.12,630.39,644.17,637.28,13.78,10.9792,2.4764,27.1889,PANEL_FAULT,train
31.07,446.4,136.93,291.66,309.47,9.9318,0.5908,5.8681,SHADOW,test
87.92,847.76,861.82,854.79,14.06,12.9624,3.1715,41.11,OVERHEAT,test
44.14,501.98,461.66,481.82,40.32,15.2346,1.5811,24.0875,NORMAL,train
57,841.94,840.66,841.3,1.28,10.6071,2.2598,23.9695,PANEL_FAULT,train
43.56,642.99,219.95,431.47,423.04,9.246,0.6665,6.1623,SHADOW,validation
74.32,866.5,887.1,876.8,20.6,13.8641,3.4922,48.416,OVERHEAT,train
30.35,141.06,119.65,130.36,21.41,12.5563,0.1071,1.3453,LOW_LIGHT,train
43.86,87.62,661.67,374.64,574.05,7.3285,1.1595,8.4971,SHADOW,train
62.78,683.81,675.42,679.62,8.39,14.0662,3.0152,42.4129,OVERHEAT,train
48.36,831.24,133,482.12,698.24,11.039,0.9746,10.7582,SHADOW,train
46.5,713.23,718.55,715.89,5.32,10.7118,2.4672,26.4278,PANEL_FAULT,train
54.24,732.06,743.29,737.68,11.23,9.1006,1.8695,17.0136,PANEL_FAULT,validation
37.93,440.26,124.28,282.27,315.98,7.9545,1.0232,8.1389,SHADOW,train
52.91,637.89,684.61,661.25,46.72,19.2595,0.0327,0.6302,PANEL_FAULT,train
60.91,825.53,811.55,818.54,13.98,14.6401,2.4764,36.2542,OVERHEAT,train
42.56,515.54,94.68,305.11,420.86,10.5854,1.8108,19.1685,SHADOW,train
75.47,709.02,732.08,720.55,23.06,13.1955,2.1501,28.3712,OVERHEAT,train
34.84,81.26,100.08,90.67,18.82,16.3164,0.3064,4.9996,LOW_LIGHT,train
46.64,699.95,706.35,703.15,6.4,15.7006,2.7575,43.2938,NORMAL,train
54.07,801.05,813.29,807.17,12.24,11.3866,2.1875,24.9086,PANEL_FAULT,train
55.64,873.54,876.62,875.08,3.08,20.9236,0.0519,1.0855,PANEL_FAULT,train
86.15,881.09,910.45,895.77,29.36,12.8714,3.5458,45.6391,OVERHEAT,validation
37.01,659.72,45.19,352.46,614.53,9.8114,1.1225,11.0135,SHADOW,train
64.48,869.33,883.59,876.46,14.26,14.4426,3.8577,55.715,OVERHEAT,train
34.23,186.78,186.68,186.73,0.1,13.2538,0.2358,3.1252,LOW_LIGHT,test
44.47,551.09,570.12,560.6,19.03,10.0493,2.1276,21.3809,PANEL_FAULT,train
85.12,894.97,906.85,900.91,11.88,13.4716,2.7089,36.4938,OVERHEAT,validation
50,385.43,976.23,680.83,590.8,9.214,1.2263,11.2991,SHADOW,train
84.19,608.31,585.88,597.1,22.43,5.1657,3.7796,19.524,PANEL_FAULT,validation
34.69,92.85,466.81,279.83,373.96,7.9085,1.4383,11.3749,SHADOW,train
49.12,560.4,565.23,562.82,4.83,14.6544,2.0941,30.6878,NORMAL,test
31.94,70.63,41.7,56.16,28.93,12.1748,0.0517,0.6296,LOW_LIGHT,train
36.45,466.55,496.43,481.49,29.88,15.4776,1.2,18.5732,NORMAL,test
31.81,150.67,150.77,150.72,0.1,15.122,0.2882,4.3582,LOW_LIGHT,train
75.64,790.99,819.73,805.36,28.74,13.9078,3.9299,54.6555,OVERHEAT,test
68.26,779.87,730.71,755.29,49.16,14.0136,2.8643,40.1387,OVERHEAT,train
33.23,42.75,34.27,38.51,8.48,14.7471,0.1502,2.215,LOW_LIGHT,train
42.67,630.49,667.43,648.96,36.94,1.2838,4.7904,6.1501,PANEL_FAULT,train
38,105.96,104.72,105.34,1.24,12.2193,0.1851,2.2621,LOW_LIGHT,train
61.72,958.97,922.2,940.58,36.77,14.1798,3.8856,55.0972,OVERHEAT,validation
27.32,85.83,118.52,102.18,32.69,15.3203,0.0744,1.1393,LOW_LIGHT,train
29.87,73.58,66.2,69.89,7.38,15.538,0.1978,3.0731,LOW_LIGHT,train
30.68,445.92,180.17,313.05,265.75,8.7722,0.2391,2.0974,SHADOW,validation
54.67,786.4,766.47,776.44,19.93,14.3997,2.3313,33.5706,NORMAL,test
28.44,81.36,54.56,67.96,26.8,13.6314,0.1259,1.7158,LOW_LIGHT,test
43.74,48.92,664.24,356.58,615.32,9.9583,1.2379,12.3276,SHADOW,train
32.33,61.06,71.88,66.47,10.82,12.4867,0.2857,3.568,LOW_LIGHT,train
32.93,467.74,485.44,476.59,17.7,15.7272,1.2,18.8726,NORMAL,train
46.24,719.3,710.85,715.08,8.45,6.9751,1.3367,9.3236,PANEL_FAULT,train
38.81,638.35,98.21,368.28,540.14,10.1453,0.3707,3.7604,SHADOW,test
35.77,60.65,88.53,74.59,27.88,15.1058,0.2272,3.4326,LOW_LIGHT,train
48.29,611.57,611.09,611.33,0.48,12.5025,2.642,33.0319,PANEL_FAULT,train
43.41,467.85,435.78,451.81,32.07,16.5799,1.7321,28.7188,NORMAL,train
48.47,482.01,493.55,487.78,11.54,7.4913,1.6328,12.2317,PANEL_FAULT,validation
58.01,646.7,664.74,655.72,18.04,14.9341,2.3756,35.4767,OVERHEAT,train
38,213.12,203.77,208.44,9.35,11.3988,0.1253,1.4283,LOW_LIGHT,test
49.9,807.6,829.88,818.74,22.28,5.1787,2.3296,12.0645,PANEL_FAULT,train
72.45,944.86,911.94,928.4,32.92,14.4387,3.6184,52.2444,OVERHEAT,train
30.72,465.76,166.59,316.18,299.17,11.0011,1.4013,15.4163,SHADOW,train
34.43,183.32,197.03,190.18,13.71,14.5827,0.1233,1.7975,LOW_LIGHT,train
36.74,155.5,145.56,150.53,9.94,15.4166,0.3444,5.3097,LOW_LIGHT,train
44.86,468.7,471.85,470.28,3.15,3.352,4.2766,14.335,PANEL_FAULT,train
63.73,869.78,874.02,871.9,4.24,15.2019,3.4193,51.9804,OVERHEAT,test
26.01,83.78,42.39,63.08,41.39,16.5993,0.0896,1.4874,LOW_LIGHT,validation
38.26,506.01,469.03,487.52,36.98,16.613,2.0267,33.6699,NORMAL,train
43.76,588.54,565.96,577.25,22.58,16.5791,1.679,27.8363,NORMAL,train
59.13,886.74,857.48,872.11,29.26,15.4481,4.036,62.3483,OVERHEAT,validation
35.49,135.46,139.98,137.72,4.52,15.8093,0.2756,4.3574,LOW_LIGHT,train
60.04,921.03,910.69,915.86,10.34,14.9315,4.1344,61.7324,OVERHEAT,test
35.74,134.35,162.31,148.33,27.96,14.5968,0.4892,7.1401,LOW_LIGHT,test
38.41,513.89,158.89,336.39,355,10.7098,2.0518,21.9738,SHADOW,validation
46.67,686.95,709.2,698.08,22.25,18.8255,0.0571,1.0747,PANEL_FAULT,train
31.95,108.7,89.45,99.08,19.25,14.8544,0.3833,5.6932,LOW_LIGHT,validation
42.23,726.65,62.49,394.57,664.16,7.4117,1.228,9.1015,SHADOW,test
39.62,174.07,611.15,392.61,437.08,12.5385,0.8046,10.0881,SHADOW,train
50,329.95,778.78,554.36,448.83,7.8123,1.1012,8.6031,SHADOW,train
30.51,60.86,63.35,62.1,2.49,13.9434,0.1529,2.1315,LOW_LIGHT,train
59.52,897.35,912.36,904.86,15.01,14.5135,3.5322,51.265,OVERHEAT,train
43.72,711.5,727.82,719.66,16.32,5.8696,2.2881,13.4304,PANEL_FAULT,train
67.91,816.61,849.1,832.86,32.49,14.5605,3.6926,53.7668,OVERHEAT,train
34.53,469.99,81.68,275.84,388.31,10.5185,1.3945,14.6678,SHADOW,train
49.72,794.5,809.12,801.81,14.62,15.5114,2.8832,44.7228,NORMAL,validation
52.17,728.58,706.66,717.62,21.92,20.3519,0.0289,0.5882,PANEL_FAULT,test
46.11,922.4,396.82,659.61,525.58,13.869,1.9558,27.1243,SHADOW,train
67.19,674.3,674.61,674.46,0.31,8.8897,2.0457,18.1856,PANEL_FAULT,train
32.66,123.61,121.19,122.4,2.42,15.0737,0.2086,3.1441,LOW_LIGHT,train
49.94,784.98,155.49,470.24,629.49,7.2693,1.5644,11.3718,SHADOW,train
40.9,502.49,487.87,495.18,14.62,13.3144,2.5069,33.3778,PANEL_FAULT,validation
50,853.63,319.95,586.79,533.68,9.9434,0.7376,7.3339,SHADOW,train
50.72,601.21,582.03,591.62,19.18,21.3825,0.0909,1.9431,PANEL_FAULT,train
37.04,142.48,134.77,138.62,7.71,12.3102,0.2521,3.1035,LOW_LIGHT,validation
31.91,62.79,59.08,60.94,3.71,15.6873,0.0476,0.7473,LOW_LIGHT,train
51.78,668.56,662.44,665.5,6.12,13.9566,2.7261,38.0474,PANEL_FAULT,train
51.48,645.21,660.96,653.08,15.75,21.101,0.0131,0.2756,PANEL_FAULT,train
77.78,886.63,891.2,888.92,4.57,14.1733,4.1555,58.8965,OVERHEAT,train
77.54,946.41,951.38,948.9,4.97,13.0527,3.5841,46.7817,OVERHEAT,train
66.02,858.8,858.53,858.66,0.27,13.9235,3.4252,47.6904,OVERHEAT,train
57,837.18,802.72,819.95,34.46,7.3338,1.4971,10.9796,PANEL_FAULT,train
71.79,654.8,646.55,650.67,8.25,9.8228,2.2683,22.2806,PANEL_FAULT,train
49.08,622.45,629.97,626.21,7.52,16.6923,2.1961,36.6585,NORMAL,validation
41.05,487.73,507.02,497.38,19.29,15.1907,1.4973,22.7454,NORMAL,train
59.81,833.82,824.71,829.27,9.11,15.3651,2.7214,41.8149,OVERHEAT,test
48.55,716.05,710.45,713.25,5.6,2.6209,4.3479,11.3952,PANEL_FAULT,train
68.71,873.89,843.94,858.92,29.95,14.7761,2.8045,41.439,OVERHEAT,train
48.76,674.16,618.49,646.33,55.67,15.5438,2.2205,34.5154,NORMAL,train
32.78,52.14,453.65,252.89,401.51,14.8442,1.5389,22.8441,SHADOW,train
77.53,839.22,839.3,839.26,0.08,14.0987,2.5241,35.586,OVERHEAT,validation
38.6,511.24,516.41,513.83,5.17,16.2088,1.2,19.4505,NORMAL,test
39.45,502.55,502.17,502.36,0.38,17.2143,2.0883,35.9485,NORMAL,train
24.18,20.69,4.65,12.67,16.04,17.2519,0.01,0.1725,LOW_LIGHT,train
44.39,86.83,442.67,264.75,355.84,8.894,0.5501,4.8928,SHADOW,test
33.01,55.53,35.54,45.54,19.99,16.2018,0.1416,2.2943,LOW_LIGHT,test
59.26,607.41,602.52,604.96,4.89,9.364,4.3999,41.2009,PANEL_FAULT,train
45.97,668.88,666.08,667.48,2.8,13.31,1.6743,22.2843,PANEL_FAULT,train
